train_loss	val_loss
1.1309204538733997	0.09981826590232838
0.10570742510995584	0.09465292005722553
0.10124832716388708	0.09293272811376088
0.0996266642303982	0.09199219615206279
0.09848591502403144	0.091309466763305
0.09783457018353175	0.09071611683454925
0.0971469422296446	0.09021921273290485
0.09663857903766081	0.08972911149819784
0.09611068020662379	0.08923290865528402
0.09559543411786212	0.08873317782770378
0.09507721457735442	0.08821738344403103
0.0949662826948684	0.08775064215290088
0.09476704137169242	0.08720968882776058
0.0945680135278859	0.08666391961076574
0.09425689614855878	0.08607766349542377
0.09391173439497903	0.08545444945749352
0.09348982861821183	0.08483858627366074
0.0930230862691304	0.08411304557059164
0.09249329601897441	0.08339841206543921
0.09189037390829513	0.08262483308759008
0.09127276452713248	0.08182599199903193
0.09057864724802454	0.0809997921959522
0.08988028784628331	0.08011749818868927
0.08908951986425176	0.0792072098550051
0.08825004911539497	0.07824208265737725
0.08736807850993115	0.07729536514020717
0.08644200049829469	0.07623151844517354
0.08548696782317208	0.07517663530283798
0.08446535115144344	0.07412772023204883
0.08341585450000458	0.0729780000663833
0.08231849736667027	0.07175687915246712
0.07464540609799637	0.07063440127404735
0.08036270732561535	0.0693526214799358
0.07912958117683482	0.06808904075914671
0.07827094979263548	0.06680688805347841
0.07739826259069182	0.06548573718326929
0.07606542964086366	0.06412615058476338
0.07515246492641091	0.06274343549753153
0.07423747491902008	0.06138020330472755
0.07281271514667181	0.05990740508188862
0.07188372696567692	0.05845460533887113
0.0704114719900242	0.0569387939927041
0.06945265606863982	0.05559360699743345
0.06794807429429012	0.05393235796199657
0.06700597838690776	0.052437323803036465
0.06543224937185473	0.050884033063189706
0.06458461563287839	0.049300899279228864
0.06297862486298447	0.04775631660758545
0.06217809850678985	0.046215765421629786
0.06056084427136666	0.04468275045013205
0.05896257545326859	0.04300778945136376
0.05813538203826995	0.04144213908942049
0.056526015003168395	0.03992475795286817
0.05493810086221644	0.03821526254802212
0.05423080737617682	0.036699264024491904
0.05264294184423689	0.03518099147422172
0.05109338611850897	0.033606130199435154
0.05057279479104675	0.03212597531504503
0.0492080223123781	0.030781321627464983
0.047709844348541385	0.029291001758174135
0.0473597434261727	0.027976760762453496
0.04590669371415473	0.026550222579455014
0.04450714837623725	0.02516575198937881
0.043137724739387436	0.02382166199429589
0.04300180053226174	0.022573833924347628
0.0420017148459009	0.021810846968337703
0.04092564083730902	0.02048824192432289
0.039667962324100914	0.019389316613504463
0.03983529819782108	0.018227334465731538
0.03868038139178018	0.017074792673039744
0.03758929776396568	0.016063972632753876
0.0365334429376493	0.015066858264753463
0.03554877062303557	0.0140674027876196
0.036131657242584776	0.013250111217546422
0.03522954182713145	0.012387544520920883
0.034411091546000874	0.011548628078614957
0.03362614004498165	0.010783956439398413
0.03286838027435494	0.010078224327410882
0.03218081389556886	0.009424866237998217
0.03325411129887162	0.008861912293805195
0.0328386045315652	0.008567497203759024
0.03232080628197009	0.007952020252547298
0.03172190207117241	0.0073901800772386015
0.0311674509681518	0.007122450826044087
0.03071882558500565	0.00640412788759904
0.030533403427301112	0.006548202276564569
0.03031666575728936	0.00600461723378565
0.031840256623466	0.005687313174444187
0.031411711699485506	0.005406130884438231
0.031088065537290953	0.0049895252391278675
0.0307517023144788	0.004692247073853969
0.03047616852791004	0.0044331333285921376
0.030208191976963512	0.004260493956165021
0.030042688074803963	0.004004980940067469
0.029823935461069137	0.0038630812230021146
0.029719575662174175	0.004385677744148684
0.03034015002330247	0.004671366084388772
0.032500983608826334	0.004485501482313371
0.03221452163672531	0.0039639929526832166
0.03196835121179691	0.0037691700812907346
