train_loss	val_loss
0.5649244897947181	0.09930701762416426
0.09868974196832668	0.09740570511158131
0.09697575390820065	0.09618664479948853
0.0957972710025539	0.09508180761093385
0.09469213336255067	0.09414416792276345
0.0936050388183892	0.0932415339344282
0.09264384970053895	0.09224179669497942
0.0915658119588519	0.0912873847657455
0.09047762015693483	0.09009595979098699
0.0892915980771981	0.08887818639152613
0.08804708073586677	0.0875128467927626
0.08803744298959476	0.08740868350946894
0.08740294311199372	0.0869302100154965
0.0866935019746919	0.08574160431262322
0.08547443825108733	0.08473958859149279
0.08426822685419491	0.0830392577583124
0.08270445247411007	0.08131531773607079
0.08106705120395338	0.07981543155214552
0.0792793382789966	0.07822503851243941
0.07740180899438896	0.07720433056290339
0.07596378807583683	0.07566216132320779
0.07404611903410988	0.07399320305570457
0.07164203065375147	0.071254927389543
0.06982560849003305	0.0679190682283384
0.06721107301600164	0.06515602989433826
0.0646252423569966	0.06531641399654996
0.06203028390824975	0.060386612000477374
0.05965578201124454	0.05817359547904303
0.05737261995146903	0.05587432232912033
0.05495960989254635	0.05434413513400019
0.0527630398630735	0.05030185724451485
0.05013738055116714	0.049228604198336516
0.04797432715248027	0.04755406468379266
0.04552727765680923	0.044948499401053846
0.044130988379961066	0.04388535695855171
0.041744432411148134	0.040580159795322784
0.040190710966389785	0.03813428104950726
0.0381590902609854	0.039765597337807414
0.03671074747347567	0.036642015659586614
0.0347402076269796	0.033687281460425704
0.03330254541929928	0.03284937344298933
0.03151460509111975	0.030627641262592212
0.03034744438697423	0.02896516329133502
0.029192331519004196	0.027428461944755254
0.02761020460941356	0.028770597314639906
0.026598721178761643	0.026760767258794636
0.025859104296122985	0.02416361522327972
0.02431951371687873	0.023800327671907057
0.02366011180848214	0.02666827027431214
0.022994717806728047	0.02093648386962728
0.021859029929344395	0.02166949409245375
0.02147927521290981	0.020092391154253476
0.02029754089080662	0.019013922807291868
0.020502056544186128	0.019233563059789835
0.019812439122320905	0.019085138266650748
0.018788211716585214	0.02080873410670088
0.0206163149827003	0.038786671258781935
0.05363283243131806	0.05474318047532142
0.04740944011165083	0.052266190335293596
0.04597277728282479	0.05114408149748335
